date,nav,daily_ret,regime,exposure,dd,n_positions,breaker,month
2022-01-18,1.049237385895121,-0.04357919849862536,recover,1.0,-0.04357919849862529,10,1.0,2022-01
2022-01-19,1.0569142658172643,0.007316628272441929,recover,1.0,-0.03658142302200869,10,1.0,2022-01
2022-01-20,1.0669377376239675,0.009483713230942728,recover,1.0,-0.02744463751658664,10,1.0,2022-01
2022-01-21,1.039176273665373,-0.02601976008498713,recover,1.0,-0.05275029471777275,10,1.0,2022-01
2022-01-24,1.009178972993761,-0.02886642183025002,recover,1.0,-0.08009400428902944,10,1.0,2022-01
2022-01-25,0.9785553967658113,-0.030345039925974537,recover,0.5,-0.10800858845702228,10,0.5,2022-01
2022-01-26,0.9808755729261973,0.00237102178175541,recover,0.5,-0.10589365739111513,10,0.5,2022-01
2022-01-27,0.9662659837782073,-0.014894436716785578,recover,0.25,-0.11921086772917977,10,0.5,2022-01
2022-01-28,0.9707726485490477,0.004664000230266729,recover,0.125,-0.1151028670134523,10,0.5,2022-01
2022-02-07,0.9707330099537919,-4.083200666499366e-05,recover,0.0625,-0.11513899913908429,10,0.5,2022-02
2022-02-08,0.9710618880154795,0.00033879352851444086,recover,0.03125,-0.1148392139583578,10,0.5,2022-02
2022-02-09,0.9715715444023005,0.0005248443926293134,recover,0.015625,-0.11437464228322847,10,0.5,2022-02
2022-02-10,0.9716361995965129,6.654702330960865e-05,recover,0.0078125,-0.11431570655190482,10,0.5,2022-02
2022-02-11,0.9716318151530783,-4.512433189009254e-06,recover,0.00390625,-0.11431970314310551,10,0.5,2022-02
2022-02-14,0.9717192176843592,8.995437357828755e-05,recover,0.001953125,-0.11424003232681103,10,0.5,2022-02
2022-02-15,0.9717978922677781,8.096431766210869e-05,recover,0.0009765625,-0.114168317375416,10,0.5,2022-02
2022-02-16,0.971878181743913,8.261952076023501e-05,recover,0.00048828125,-0.11409513038632337,10,0.5,2022-02
2022-02-17,0.9719525388226237,7.650864080235524e-05,recover,0.000244140625,-0.1140273510088691,10,0.5,2022-02
2022-02-18,0.9720306765127321,8.039249550514732e-05,recover,0.0001220703125,-0.11395612545666746,10,0.5,2022-02
2022-02-21,0.9721101729662242,8.178389367020737e-05,recover,6.103515625e-05,-0.11388366133864472,10,0.5,2022-02
2022-02-22,0.9721870729609265,7.910625445647835e-05,recover,3.0517578125e-05,-0.11381356399408053,10,0.5,2022-02
2022-02-23,0.9722645255242496,7.966837399638804e-05,recover,1.52587890625e-05,-0.11374296296166636,10,0.5,2022-02
2022-02-24,0.9723413575172931,7.902375436585733e-05,bear,7.62939453125e-06,-0.11367292760326654,10,0.5,2022-02
2022-02-25,0.9724185232735043,7.936076730098498e-05,bear,3.814697265625e-06,-0.11360258800672138,10,0.5,2022-02
2022-02-28,0.9724956836531747,7.934894062976515e-05,bear,1.9073486328125e-06,-0.11353225331110282,10,0.5,2022-02
2022-03-01,0.9725728743734102,7.937384353778979e-05,bear,9.5367431640625e-07,-0.11346189095887582,10,0.5,2022-03
2022-03-02,0.9726500621356218,7.936450238876924e-05,bear,4.76837158203125e-07,-0.11339153130300302,10,0.5,2022-03
2022-03-03,0.9727272565849977,7.936507936507937e-05,bear,0.0,-0.11332116555151904,0,0.5,2022-03
2022-03-04,0.9728044571609172,7.936507936507937e-05,bear,0.0,-0.11325079421545162,0,0.5,2022-03
2022-03-07,0.9728816638638665,7.936507936507937e-05,bear,0.0,-0.11318041729435759,0,0.5,2022-03
2022-03-08,0.972958876694332,7.936507936507937e-05,bear,0.0,-0.11311003478779358,0,0.5,2022-03
2022-03-09,0.9730360956527998,7.936507936507937e-05,bear,0.0,-0.11303964669531642,0,0.5,2022-03
2022-03-10,0.9731133207397564,7.936507936507937e-05,bear,0.0,-0.11296925301648267,0,0.5,2022-03
2022-03-11,0.9731905519556882,7.936507936507937e-05,bear,0.0,-0.11289885375084906,0,0.5,2022-03
2022-03-14,0.9732677893010815,7.936507936507937e-05,bear,0.0,-0.11282844889797211,0,0.5,2022-03
2022-03-15,0.9733450327764229,7.936507936507937e-05,bear,0.0,-0.1127580384574084,0,0.5,2022-03
2022-03-16,0.9734222823821989,7.936507936507937e-05,bear,0.0,-0.11268762242871451,0,0.5,2022-03
2022-03-17,0.9734995381188959,7.936507936507937e-05,bear,0.0,-0.11261720081144691,0,0.5,2022-03
2022-03-18,0.9735767999870006,7.936507936507937e-05,bear,0.0,-0.11254677360516205,0,0.5,2022-03
2022-03-21,0.9736540679869996,7.936507936507937e-05,bear,0.0,-0.11247634080941642,0,0.5,2022-03
2022-03-22,0.9737313421193796,7.936507936507937e-05,bear,0.0,-0.11240590242376629,0,0.5,2022-03
2022-03-23,0.9738086223846272,7.936507936507937e-05,bear,0.0,-0.11233545844776818,0,0.5,2022-03
2022-03-24,0.9738859087832292,7.936507936507937e-05,bear,0.0,-0.11226500888097825,0,0.5,2022-03
2022-03-25,0.9739632013156724,7.936507936507937e-05,bear,0.0,-0.1121945537229529,0,0.5,2022-03
2022-03-28,0.9740404999824435,7.936507936507937e-05,bear,0.0,-0.11212409297324837,0,0.5,2022-03
2022-03-29,0.9741178047840294,7.936507936507937e-05,bear,0.0,-0.1120536266314208,0,0.5,2022-03
2022-03-30,0.9741951157209171,7.936507936507937e-05,bear,0.0,-0.11198315469702641,0,0.5,2022-03
2022-03-31,0.9742724327935934,7.936507936507937e-05,bear,0.0,-0.11191267716962135,0,0.5,2022-03
2022-04-01,0.9743497560025454,7.936507936507937e-05,bear,0.0,-0.11184219404876174,0,0.5,2022-04
2022-04-06,0.97442708534826,7.936507936507937e-05,bear,0.0,-0.11177170533400362,0,0.5,2022-04
2022-04-07,0.9745044208312241,7.936507936507937e-05,bear,0.0,-0.11170121102490312,0,0.5,2022-04
2022-04-08,0.9745817624519251,7.936507936507937e-05,bear,0.0,-0.11163071112101615,0,0.5,2022-04
2022-04-11,0.9746591102108498,7.936507936507937e-05,bear,0.0,-0.11156020562189876,0,0.5,2022-04
2022-04-12,0.9747364641084857,7.936507936507937e-05,bear,0.0,-0.11148969452710679,0,0.5,2022-04
2022-04-13,0.9748138241453197,7.936507936507937e-05,bear,0.0,-0.11141917783619625,0,0.5,2022-04
2022-04-14,0.9748911903218392,7.936507936507937e-05,bear,0.0,-0.11134865554872285,0,0.5,2022-04
2022-04-15,0.9749685626385315,7.936507936507937e-05,bear,0.0,-0.11127812766424255,0,0.5,2022-04
2022-04-18,0.9750459410958838,7.936507936507937e-05,bear,0.0,-0.11120759418231109,0,0.5,2022-04
2022-04-19,0.9751233256943835,7.936507936507937e-05,bear,0.0,-0.11113705510248426,0,0.5,2022-04
2022-04-20,0.975200716434518,7.936507936507937e-05,bear,0.0,-0.1110665104243178,0,0.5,2022-04
2022-04-21,0.9752781133167747,7.936507936507937e-05,bear,0.0,-0.11099596014736733,0,0.5,2022-04
2022-04-22,0.9753555163416412,7.936507936507937e-05,bear,0.0,-0.1109254042711885,0,0.5,2022-04
2022-04-25,0.9754329255096048,7.936507936507937e-05,bear,0.0,-0.110854842795337,0,0.5,2022-04
2022-04-26,0.9755103408211533,7.936507936507937e-05,bear,0.0,-0.11078427571936829,0,0.5,2022-04
2022-04-27,0.975587762276774,7.936507936507937e-05,bear,0.0,-0.11071370304283808,0,0.5,2022-04
2022-04-28,0.9756651898769547,7.936507936507937e-05,bear,0.0,-0.11064312476530179,0,0.5,2022-04
2022-04-29,0.9757426236221831,7.936507936507937e-05,bear,0.0,-0.11057254088631485,0,0.5,2022-04
2022-05-05,0.9758200635129468,7.936507936507937e-05,bear,0.0,-0.11050195140543279,0,0.5,2022-05
2022-05-06,0.9758975095497336,7.936507936507937e-05,bear,0.0,-0.1104313563222109,0,0.5,2022-05
2022-05-09,0.9759749617330313,7.936507936507937e-05,bear,0.0,-0.11036075563620465,0,0.5,2022-05
2022-05-10,0.9760524200633276,7.936507936507937e-05,bear,0.0,-0.11029014934696944,0,0.5,2022-05
2022-05-11,0.9761298845411105,7.936507936507937e-05,bear,0.0,-0.11021953745406038,0,0.5,2022-05
2022-05-12,0.9762073551668677,7.936507936507937e-05,bear,0.0,-0.11014891995703291,0,0.5,2022-05
2022-05-13,0.9762848319410874,7.936507936507937e-05,bear,0.0,-0.11007829685544215,0,0.5,2022-05
2022-05-16,0.9763623148642574,7.936507936507937e-05,bear,0.0,-0.1100076681488433,0,0.5,2022-05
2022-05-17,0.9764398039368657,7.936507936507937e-05,bear,0.0,-0.10993703383679161,0,0.5,2022-05
2022-05-18,0.9765172991594004,7.936507936507937e-05,bear,0.0,-0.10986639391884208,0,0.5,2022-05
2022-05-19,0.9765948005323496,7.936507936507937e-05,bear,0.0,-0.10979574839454992,0,0.5,2022-05
2022-05-20,0.9766723080562014,7.936507936507937e-05,bear,0.0,-0.10972509726347007,0,0.5,2022-05
2022-05-23,0.976749821731444,7.936507936507937e-05,bear,0.0,-0.10965444052515766,0,0.5,2022-05
2022-05-24,0.9768273415585655,7.936507936507937e-05,bear,0.0,-0.10958377817916756,0,0.5,2022-05
2022-05-25,0.9769048675380544,7.936507936507937e-05,bear,0.0,-0.10951311022505474,0,0.5,2022-05
2022-05-26,0.9769823996703987,7.936507936507937e-05,bear,0.0,-0.10944243666237419,0,0.5,2022-05
2022-05-27,0.9770599379560868,7.936507936507937e-05,bear,0.0,-0.10937175749068072,0,0.5,2022-05
2022-05-30,0.9771374823956072,7.936507936507937e-05,bear,0.0,-0.10930107270952917,0,0.5,2022-05
2022-05-31,0.9772150329894481,7.936507936507937e-05,bear,0.0,-0.10923038231847433,0,0.5,2022-05
2022-06-01,0.9772925897380981,7.936507936507937e-05,bear,0.0,-0.10915968631707104,0,0.5,2022-06
2022-06-02,0.9773701526420456,7.936507936507937e-05,bear,0.0,-0.1090889847048739,0,0.5,2022-06
2022-06-06,0.9774477217017792,7.936507936507937e-05,bear,0.0,-0.10901827748143772,0,0.5,2022-06
2022-06-07,0.9775252969177873,7.936507936507937e-05,bear,0.0,-0.10894756464631714,0,0.5,2022-06
2022-06-08,0.9776028782905586,7.936507936507937e-05,bear,0.0,-0.10887684619906685,0,0.5,2022-06
2022-06-09,0.9776804658205817,7.936507936507937e-05,bear,0.0,-0.10880612213924136,0,0.5,2022-06
2022-06-10,0.9777580595083453,7.936507936507937e-05,bear,0.0,-0.10873539246639521,0,0.5,2022-06
2022-06-13,0.977835659354338,7.936507936507937e-05,bear,0.0,-0.10866465718008299,0,0.5,2022-06
2022-06-14,0.9779132653590488,7.936507936507937e-05,bear,0.0,-0.1085939162798591,0,0.5,2022-06
2022-06-15,0.9779908775229662,7.936507936507937e-05,bear,0.0,-0.1085231697652781,0,0.5,2022-06
2022-06-16,0.9780684958465792,7.936507936507937e-05,bear,0.0,-0.10845241763589436,0,0.5,2022-06
2022-06-17,0.9781461203303766,7.936507936507937e-05,bear,0.0,-0.1083816598912622,0,0.5,2022-06
2022-06-20,0.9782237509748474,7.936507936507937e-05,bear,0.0,-0.10831089653093602,0,0.5,2022-06
2022-06-21,0.9783013877804804,7.936507936507937e-05,bear,0.0,-0.10824012755447017,0,0.5,2022-06
2022-06-22,0.9783790307477646,7.936507936507937e-05,bear,0.0,-0.10816935296141891,0,0.5,2022-06
2022-06-23,0.978456679877189,7.936507936507937e-05,bear,0.0,-0.10809857275133648,0,0.5,2022-06
2022-06-24,0.9785343351692428,7.936507936507937e-05,bear,0.0,-0.10802778692377699,0,0.5,2022-06
2022-06-27,0.978611996624415,7.936507936507937e-05,bear,0.0,-0.10795699547829472,0,0.5,2022-06
2022-06-28,0.9786896642431948,7.936507936507937e-05,bear,0.0,-0.1078861984144437,0,0.5,2022-06
2022-06-29,0.9787673380260713,7.936507936507937e-05,bear,0.0,-0.10781539573177815,0,0.5,2022-06
2022-06-30,0.9788450179735337,7.936507936507937e-05,bear,0.0,-0.10774458742985205,0,0.5,2022-06
2022-07-01,0.9789227040860714,7.936507936507937e-05,bear,0.0,-0.10767377350821943,0,0.5,2022-07
2022-07-04,0.9790003963641735,7.936507936507937e-05,bear,0.0,-0.10760295396643436,0,0.5,2022-07
2022-07-05,0.9790780948083294,7.936507936507937e-05,bear,0.0,-0.10753212880405069,0,0.5,2022-07
2022-07-06,0.9791557994190285,7.936507936507937e-05,bear,0.0,-0.1074612980206224,0,0.5,2022-07
2022-07-07,0.9792335101967602,7.936507936507937e-05,bear,0.0,-0.10739046161570341,0,0.5,2022-07
2022-07-08,0.9793112271420139,7.936507936507937e-05,bear,0.0,-0.10731961958884752,0,0.5,2022-07
2022-07-11,0.9793889502552792,7.936507936507937e-05,bear,0.0,-0.10724877193960852,0,0.5,2022-07
2022-07-12,0.9794666795370455,7.936507936507937e-05,bear,0.0,-0.10717791866754021,0,0.5,2022-07
2022-07-13,0.9795444149878024,7.936507936507937e-05,bear,0.0,-0.10710705977219633,0,0.5,2022-07
2022-07-14,0.9796221566080396,7.936507936507937e-05,bear,0.0,-0.10703619525313056,0,0.5,2022-07
2022-07-15,0.9796999043982467,7.936507936507937e-05,bear,0.0,-0.10696532510989659,0,0.5,2022-07
2022-07-18,0.9797776583589133,7.936507936507937e-05,bear,0.0,-0.10689444934204814,0,0.5,2022-07
2022-07-19,0.9798554184905292,7.936507936507937e-05,bear,0.0,-0.1068235679491387,0,0.5,2022-07
2022-07-20,0.979933184793584,7.936507936507937e-05,bear,0.0,-0.10675268093072189,0,0.5,2022-07
2022-07-21,0.9800109572685677,7.936507936507937e-05,bear,0.0,-0.10668178828635129,0,0.5,2022-07
2022-07-22,0.98008873591597,7.936507936507937e-05,bear,0.0,-0.10661089001558031,0,0.5,2022-07
2022-07-25,0.9801665207362809,7.936507936507937e-05,bear,0.0,-0.10653998611796245,0,0.5,2022-07
2022-07-26,0.9802443117299902,7.936507936507937e-05,bear,0.0,-0.1064690765930511,0,0.5,2022-07
2022-07-27,0.9803221088975879,7.936507936507937e-05,bear,0.0,-0.10639816144039968,0,0.5,2022-07
2022-07-28,0.9803999122395639,7.936507936507937e-05,bear,0.0,-0.10632724065956158,0,0.5,2022-07
2022-07-29,0.9804777217564083,7.936507936507937e-05,bear,0.0,-0.10625631425009009,0,0.5,2022-07
2022-08-01,0.9805555374486112,7.936507936507937e-05,bear,0.0,-0.1061853822115385,0,0.5,2022-08
2022-08-02,0.9806333593166627,7.936507936507937e-05,bear,0.0,-0.10611444454346004,0,0.5,2022-08
2022-08-03,0.980711187361053,7.936507936507937e-05,bear,0.0,-0.10604350124540789,0,0.5,2022-08
2022-08-04,0.9807890215822722,7.936507936507937e-05,bear,0.0,-0.10597255231693523,0,0.5,2022-08
2022-08-05,0.9808668619808105,7.936507936507937e-05,bear,0.0,-0.10590159775759526,0,0.5,2022-08
2022-08-08,0.9809447085571582,7.936507936507937e-05,bear,0.0,-0.10583063756694111,0,0.5,2022-08
2022-08-09,0.9810225613118057,7.936507936507937e-05,bear,0.0,-0.10575967174452573,0,0.5,2022-08
2022-08-10,0.9811004202452431,7.936507936507937e-05,bear,0.0,-0.10568870028990225,0,0.5,2022-08
2022-08-11,0.981178285357961,7.936507936507937e-05,bear,0.0,-0.10561772320262365,0,0.5,2022-08
2022-08-12,0.9812561566504499,7.936507936507937e-05,bear,0.0,-0.10554674048224283,0,0.5,2022-08
2022-08-15,0.9813340341232,7.936507936507937e-05,bear,0.0,-0.10547575212831277,0,0.5,2022-08
2022-08-16,0.9814119177767019,7.936507936507937e-05,bear,0.0,-0.10540475814038637,0,0.5,2022-08
2022-08-17,0.9814898076114461,7.936507936507937e-05,bear,0.0,-0.10533375851801653,0,0.5,2022-08
2022-08-18,0.9815677036279232,7.936507936507937e-05,bear,0.0,-0.10526275326075604,0,0.5,2022-08
2022-08-19,0.9816456058266239,7.936507936507937e-05,bear,0.0,-0.10519174236815769,0,0.5,2022-08
2022-08-22,0.9817235142080387,7.936507936507937e-05,bear,0.0,-0.10512072583977417,0,0.5,2022-08
2022-08-23,0.9818014287726584,7.936507936507937e-05,bear,0.0,-0.10504970367515826,0,0.5,2022-08
2022-08-24,0.9818793495209738,7.936507936507937e-05,bear,0.0,-0.10497867587386257,0,0.5,2022-08
2022-08-25,0.9819572764534755,7.936507936507937e-05,bear,0.0,-0.10490764243543979,0,0.5,2022-08
2022-08-26,0.9820352095706544,7.936507936507937e-05,bear,0.0,-0.10483660335944259,0,0.5,2022-08
2022-08-29,0.9821131488730013,7.936507936507937e-05,bear,0.0,-0.10476555864542349,0,0.5,2022-08
2022-08-30,0.9821910943610072,7.936507936507937e-05,bear,0.0,-0.10469450829293495,0,0.5,2022-08
2022-08-31,0.9822690460351629,7.936507936507937e-05,bear,0.0,-0.10462345230152957,0,0.5,2022-08
2022-09-01,0.9823470038959593,7.936507936507937e-05,bear,0.0,-0.10455239067075985,0,0.5,2022-09
2022-09-02,0.9824249679438876,7.936507936507937e-05,bear,0.0,-0.10448132340017814,0,0.5,2022-09
2022-09-05,0.9825029381794387,7.936507936507937e-05,bear,0.0,-0.10441025048933687,0,0.5,2022-09
2022-09-06,0.9825809146031037,7.936507936507937e-05,bear,0.0,-0.10433917193778842,0,0.5,2022-09
2022-09-07,0.9826588972153738,7.936507936507937e-05,bear,0.0,-0.10426808774508506,0,0.5,2022-09
2022-09-08,0.9827368860167401,7.936507936507937e-05,bear,0.0,-0.10419699791077908,0,0.5,2022-09
2022-09-09,0.9828148810076939,7.936507936507937e-05,bear,0.0,-0.10412590243442277,0,0.5,2022-09
2022-09-13,0.9828928821887263,7.936507936507937e-05,bear,0.0,-0.10405480131556831,0,0.5,2022-09
2022-09-14,0.9829708895603286,7.936507936507937e-05,bear,0.0,-0.1039836945537679,0,0.5,2022-09
2022-09-15,0.9830489031229922,7.936507936507937e-05,bear,0.0,-0.1039125821485737,0,0.5,2022-09
2022-09-16,0.9831269228772084,7.936507936507937e-05,bear,0.0,-0.10384146409953782,0,0.5,2022-09
2022-09-19,0.9832049488234685,7.936507936507937e-05,bear,0.0,-0.10377034040621233,0,0.5,2022-09
2022-09-20,0.9832829809622641,7.936507936507937e-05,bear,0.0,-0.1036992110681493,0,0.5,2022-09
2022-09-21,0.9833610192940865,7.936507936507937e-05,bear,0.0,-0.10362807608490074,0,0.5,2022-09
2022-09-22,0.9834390638194274,7.936507936507937e-05,bear,0.0,-0.10355693545601852,0,0.5,2022-09
2022-09-23,0.9835171145387781,7.936507936507937e-05,bear,0.0,-0.10348578918105472,0,0.5,2022-09
2022-09-26,0.9835951714526304,7.936507936507937e-05,bear,0.0,-0.10341463725956111,0,0.5,2022-09
2022-09-27,0.9836732345614759,7.936507936507937e-05,bear,0.0,-0.1033434796910896,0,0.5,2022-09
2022-09-28,0.9837513038658062,7.936507936507937e-05,bear,0.0,-0.10327231647519204,0,0.5,2022-09
2022-09-29,0.983829379366113,7.936507936507937e-05,bear,0.0,-0.10320114761142024,0,0.5,2022-09
2022-09-30,0.9839074610628882,7.936507936507937e-05,bear,0.0,-0.10312997309932585,0,0.5,2022-09
2022-10-10,0.9839855489566234,7.936507936507937e-05,bear,0.0,-0.10305879293846068,0,0.5,2022-10
2022-10-11,0.9840636430478105,7.936507936507937e-05,bear,0.0,-0.10298760712837637,0,0.5,2022-10
2022-10-12,0.9841417433369413,7.936507936507937e-05,bear,0.0,-0.10291641566862464,0,0.5,2022-10
2022-10-13,0.9842198498245077,7.936507936507937e-05,bear,0.0,-0.10284521855875704,0,0.5,2022-10
2022-10-14,0.9842979625110018,7.936507936507937e-05,bear,0.0,-0.10277401579832517,0,0.5,2022-10
2022-10-17,0.9843760813969153,7.936507936507937e-05,bear,0.0,-0.10270280738688058,0,0.5,2022-10
2022-10-18,0.9844542064827405,7.936507936507937e-05,bear,0.0,-0.10263159332397477,0,0.5,2022-10
2022-10-19,0.9845323377689693,7.936507936507937e-05,bear,0.0,-0.10256037360915919,0,0.5,2022-10
2022-10-20,0.9846104752560939,7.936507936507937e-05,bear,0.0,-0.10248914824198525,0,0.5,2022-10
2022-10-21,0.9846886189446064,7.936507936507937e-05,bear,0.0,-0.10241791722200441,0,0.5,2022-10
2022-10-24,0.9847667688349988,7.936507936507937e-05,bear,0.0,-0.10234668054876804,0,0.5,2022-10
2022-10-25,0.9848449249277635,7.936507936507937e-05,bear,0.0,-0.10227543822182741,0,0.5,2022-10
2022-10-26,0.9849230872233927,7.936507936507937e-05,bear,0.0,-0.10220419024073392,0,0.5,2022-10
2022-10-27,0.9850012557223787,7.936507936507937e-05,bear,0.0,-0.10213293660503871,0,0.5,2022-10
2022-10-28,0.9850794304252138,7.936507936507937e-05,bear,0.0,-0.10206167731429308,0,0.5,2022-10
2022-10-31,0.9851576113323904,7.936507936507937e-05,bear,0.0,-0.10199041236804819,0,0.5,2022-10
2022-11-01,0.985235798444401,7.936507936507937e-05,bear,0.0,-0.10191914176585512,0,0.5,2022-11
2022-11-02,0.985313991761738,7.936507936507937e-05,bear,0.0,-0.10184786550726503,0,0.5,2022-11
2022-11-03,0.9853921912848936,7.936507936507937e-05,bear,0.0,-0.1017765835918291,0,0.5,2022-11
2022-11-04,0.9854703970143608,7.936507936507937e-05,bear,0.0,-0.10170529601909821,0,0.5,2022-11
2022-11-07,0.9855486089506318,7.936507936507937e-05,bear,0.0,-0.10163400278862351,0,0.5,2022-11
2022-11-08,0.9856268270941994,7.936507936507937e-05,bear,0.0,-0.1015627038999559,0,0.5,2022-11
2022-11-09,0.9857050514455561,7.936507936507937e-05,bear,0.0,-0.10149139935264632,0,0.5,2022-11
2022-11-10,0.9857832820051947,7.936507936507937e-05,bear,0.0,-0.10142008914624566,0,0.5,2022-11
2022-11-11,0.9858615187736078,7.936507936507937e-05,bear,0.0,-0.10134877328030488,0,0.5,2022-11
2022-11-14,0.9859397617512883,7.936507936507937e-05,bear,0.0,-0.10127745175437475,0,0.5,2022-11
2022-11-15,0.9860180109387289,7.936507936507937e-05,bear,0.0,-0.10120612456800603,0,0.5,2022-11
2022-11-16,0.9860962663364224,7.936507936507937e-05,bear,0.0,-0.1011347917207495,0,0.5,2022-11
2022-11-17,0.9861745279448619,7.936507936507937e-05,bear,0.0,-0.10106345321215583,0,0.5,2022-11
2022-11-18,0.9862527957645402,7.936507936507937e-05,bear,0.0,-0.10099210904177577,0,0.5,2022-11
2022-11-21,0.9863310697959501,7.936507936507937e-05,bear,0.0,-0.10092075920916001,0,0.5,2022-11
2022-11-22,0.9864093500395847,7.936507936507937e-05,bear,0.0,-0.1008494037138591,0,0.5,2022-11
2022-11-23,0.9864876364959372,7.936507936507937e-05,bear,0.0,-0.10077804255542361,0,0.5,2022-11
2022-11-24,0.9865659291655003,7.936507936507937e-05,bear,0.0,-0.10070667573340421,0,0.5,2022-11
2022-11-25,0.9866442280487675,7.936507936507937e-05,bear,0.0,-0.10063530324735125,0,0.5,2022-11
2022-11-28,0.9867225331462317,7.936507936507937e-05,bear,0.0,-0.1005639250968153,0,0.5,2022-11
2022-11-29,0.9868008444583862,7.936507936507937e-05,bear,0.0,-0.10049254128134674,0,0.5,2022-11
2022-11-30,0.9868791619857242,7.936507936507937e-05,bear,0.0,-0.10042115180049603,0,0.5,2022-11
2022-12-01,0.986957485728739,7.936507936507937e-05,bear,0.0,-0.10034975665381352,0,0.5,2022-12
2022-12-02,0.9870358156879239,7.936507936507937e-05,bear,0.0,-0.10027835584084947,0,0.5,2022-12
2022-12-05,0.9871141518637722,7.936507936507937e-05,bear,0.0,-0.10020694936115426,0,0.5,2022-12
2022-12-06,0.9871924942567772,7.936507936507937e-05,bear,0.0,-0.10013553721427815,0,0.5,2022-12
2022-12-07,0.9872708428674326,7.936507936507937e-05,bear,0.0,-0.10006411939977128,0,0.5,2022-12
2022-12-08,0.9873491976962316,7.936507936507937e-05,bear,0.0,-0.09999269591718393,0,0.5,2022-12
2022-12-09,0.9874275587436679,7.936507936507937e-05,bear,0.0,-0.09992126676606616,0,0.5,2022-12
2022-12-12,0.9875059260102349,7.936507936507937e-05,bear,0.0,-0.09984983194596823,0,0.5,2022-12
2022-12-13,0.9875842994964262,7.936507936507937e-05,bear,0.0,-0.0997783914564401,0,0.5,2022-12
2022-12-14,0.9876626792027355,7.936507936507937e-05,bear,0.0,-0.09970694529703182,0,0.5,2022-12
2022-12-15,0.9877410651296564,7.936507936507937e-05,bear,0.0,-0.09963549346729346,0,0.5,2022-12
2022-12-16,0.9878194572776826,7.936507936507937e-05,bear,0.0,-0.09956403596677497,0,0.5,2022-12
2022-12-19,0.9878978556473079,7.936507936507937e-05,bear,0.0,-0.09949257279502621,0,0.5,2022-12
2022-12-20,0.987976260239026,7.936507936507937e-05,bear,0.0,-0.09942110395159724,0,0.5,2022-12
2022-12-21,0.9880546710533307,7.936507936507937e-05,bear,0.0,-0.09934962943603783,0,0.5,2022-12
2022-12-22,0.9881330880907159,7.936507936507937e-05,bear,0.0,-0.09927814924789781,0,0.5,2022-12
2022-12-23,0.9882115113516755,7.936507936507937e-05,bear,0.0,-0.09920666338672696,0,0.5,2022-12
2022-12-26,0.9882899408367035,7.936507936507937e-05,bear,0.0,-0.09913517185207503,0,0.5,2022-12
2022-12-27,0.9883683765462937,7.936507936507937e-05,bear,0.0,-0.09906367464349186,0,0.5,2022-12
2022-12-28,0.9884468184809403,7.936507936507937e-05,bear,0.0,-0.09899217176052703,0,0.5,2022-12
2022-12-29,0.9885252666411373,7.936507936507937e-05,bear,0.0,-0.09892066320273017,0,0.5,2022-12
2022-12-30,0.9886037210273787,7.936507936507937e-05,bear,0.0,-0.09884914896965095,0,0.5,2022-12
2023-01-03,0.9886821816401586,7.936507936507937e-05,bear,0.0,-0.09877762906083903,0,0.5,2023-01
2023-01-04,0.9887606484799714,7.936507936507937e-05,bear,0.0,-0.09870610347584385,0,0.5,2023-01
2023-01-05,0.9888391215473111,7.936507936507937e-05,bear,0.0,-0.09863457221421487,0,0.5,2023-01
2023-01-06,0.9889176008426721,7.936507936507937e-05,bear,0.0,-0.09856303527550164,0,0.5,2023-01
2023-01-09,0.9889960863665486,7.936507936507937e-05,bear,0.0,-0.09849149265925362,0,0.5,2023-01
2023-01-10,0.9890745781194349,7.936507936507937e-05,bear,0.0,-0.09841994436502015,0,0.5,2023-01
2023-01-11,0.9891530761018253,7.936507936507937e-05,bear,0.0,-0.09834839039235067,0,0.5,2023-01
2023-01-12,0.9892315803142144,7.936507936507937e-05,bear,0.0,-0.09827683074079446,0,0.5,2023-01
2023-01-13,0.9893100907570965,7.936507936507937e-05,bear,0.0,-0.09820526540990086,0,0.5,2023-01
2023-01-16,0.9893886074309661,7.936507936507937e-05,bear,0.0,-0.09813369439921912,0,0.5,2023-01
2023-01-17,0.9894671303363178,7.936507936507937e-05,bear,0.0,-0.09806211770829838,0,0.5,2023-01
2023-01-18,0.9895456594736461,7.936507936507937e-05,bear,0.0,-0.0979905353366879,0,0.5,2023-01
2023-01-19,0.9896241948434457,7.936507936507937e-05,bull,0.0,-0.09791894728393684,0,0.5,2023-01
2023-01-20,0.9897027364462111,7.936507936507937e-05,bull,0.0,-0.09784735354959422,0,0.5,2023-01
2023-01-30,0.9897812842824371,7.936507936507937e-05,bull,0.0,-0.09777575413320919,0,0.5,2023-01
2023-01-31,0.9898598383526183,7.936507936507937e-05,bull,0.0,-0.09770414903433082,0,0.5,2023-01
2023-02-01,0.9899383986572494,7.936507936507937e-05,bull,0.0,-0.09763253825250816,0,0.5,2023-02
2023-02-02,0.9900169651968255,7.936507936507937e-05,bull,0.0,-0.09756092178729002,0,0.5,2023-02
2023-02-03,0.9900955379718411,7.936507936507937e-05,bull,0.0,-0.09748929963822549,0,0.5,2023-02
2023-02-06,0.9901741169827913,7.936507936507937e-05,bear,0.0,-0.09741767180486338,0,0.5,2023-02
2023-02-07,0.9902527022301709,7.936507936507937e-05,bear,0.0,-0.09734603828675266,0,0.5,2023-02
