date,nav,daily_ret,big_trend,short_trend,invest,exposure,dd,n_positions,month
2022-03-04,2.3027491272398435,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-03
2022-03-07,2.302931885107085,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-03
2022-03-08,2.303114657478919,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-03
2022-03-09,2.303297444356497,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-03
2022-03-10,2.3034802457409698,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-03
2022-03-11,2.3036630616334888,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-03
2022-03-14,2.3038458920352056,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-03
2022-03-15,2.304028736947272,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-03
2022-03-16,2.3042115963708394,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-03
2022-03-17,2.3043944703070594,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-03
2022-03-18,2.3045773587570837,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-03
2022-03-21,2.3047602617220644,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-03
2022-03-22,2.3049431792031534,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-03
2022-03-23,2.305126111201503,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-03
2022-03-24,2.305309057718265,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-03
2022-03-25,2.305492018754592,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-03
2022-03-28,2.3056749943116364,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-03
2022-03-29,2.30585798439055,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-03
2022-03-30,2.306040988992486,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-03
2022-03-31,2.3062240081185967,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-03
2022-04-01,2.3064070417700346,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-04
2022-04-06,2.306590089947953,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-04
2022-04-07,2.3067731526535047,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-04
2022-04-08,2.3069562298878425,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-04
2022-04-11,2.3071393216521194,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-04
2022-04-12,2.3073224279474887,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-04
2022-04-13,2.3075055487751035,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-04
2022-04-14,2.3076886841361177,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-04
2022-04-15,2.307871834031684,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-04
2022-04-18,2.3080549984629566,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-04
2022-04-19,2.3082381774310887,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-04
2022-04-20,2.3084213709372343,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-04
2022-04-21,2.308604578982547,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-04
2022-04-22,2.308787801568181,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-04
2022-04-25,2.3089710386952897,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-04
2022-04-26,2.3091542903650275,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-04
2022-04-27,2.309337556578549,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-04
2022-04-28,2.3095208373370073,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-04
2022-04-29,2.309704132641558,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-04
2022-05-05,2.309887442493355,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-05
2022-05-06,2.310070766893553,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-05
2022-05-09,2.3102541058433066,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-05
2022-05-10,2.3104374593437704,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-05
2022-05-11,2.3106208273960993,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-05
2022-05-12,2.3108042100014483,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-05
2022-05-13,2.3109876071609725,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-05
2022-05-16,2.3111710188758265,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-05
2022-05-17,2.311354445147166,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-05
2022-05-18,2.311537885976146,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-05
2022-05-19,2.3117213413639224,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-05
2022-05-20,2.3119048113116496,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-05
2022-05-23,2.312088295820484,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-05
2022-05-24,2.312271794891581,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-05
2022-05-25,2.312455308526096,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-05
2022-05-26,2.3126388367251858,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-05
2022-05-27,2.3128223794900054,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-05
2022-05-30,2.313005936821711,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-05
2022-05-31,2.3131895087214587,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-05
2022-06-01,2.313373095190405,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-02,2.3135566962297056,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-06,2.3137403118405175,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-07,2.313923942023997,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-08,2.314107586781301,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-09,2.314291246113585,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-06
2022-06-10,2.3144749200220067,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-13,2.314658608507723,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-06
2022-06-14,2.3148423115718906,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-15,2.3150260292156664,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-16,2.315209761440207,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-17,2.315393508246671,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-20,2.3155772696362145,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-21,2.315761045609995,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-22,2.3159448361691704,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-23,2.316128641314898,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-24,2.316312461048336,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-27,2.3164962953706416,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-28,2.3166801442829725,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-06
2022-06-29,2.3168640077864873,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-06
2022-06-30,2.3170478858823436,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-06
2022-07-01,2.3172317785716996,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-07-04,2.317415685855713,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-07
2022-07-05,2.317599607735543,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-07
2022-07-06,2.3177835442123476,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-07-07,2.3179674952872853,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-07
2022-07-08,2.3181514609615146,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-07-11,2.318335441236194,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-07-12,2.318519436112483,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-07-13,2.3187034455915394,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-07-14,2.318887469674523,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-07
2022-07-15,2.3190715083625926,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-07
2022-07-18,2.3192555616569073,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-07
2022-07-19,2.319439629558626,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-07-20,2.3196237120689087,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-07-21,2.3198078091889145,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-07-22,2.3199919209198026,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-07-25,2.320176047262733,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-07-26,2.320360188218865,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-07-27,2.3205443437893587,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-07-28,2.3207285139753737,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-07-29,2.3209126987780704,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-07
2022-08-01,2.321096898198608,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-08
2022-08-02,2.321281112238148,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-08
2022-08-03,2.3214653408978494,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-08
2022-08-04,2.321649584178873,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-08
2022-08-05,2.3218338420823796,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-08
2022-08-08,2.3220181146095293,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-08
2022-08-09,2.3222024017614826,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-08
2022-08-10,2.3223867035394004,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-08
2022-08-11,2.3225710199444434,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-08
2022-08-12,2.3227553509777725,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-08
2022-08-15,2.3229396966405487,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-08
2022-08-16,2.323124056933933,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-08
2022-08-17,2.3233084318590866,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-08
2022-08-18,2.3234928214171706,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-08
2022-08-19,2.3236772256093468,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-08
2022-08-22,2.3238616444367763,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-08
2022-08-23,2.3240460779006207,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-08
2022-08-24,2.3242305260020415,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-08
2022-08-25,2.3244149887422005,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-08
2022-08-26,2.3245994661222595,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-08
2022-08-29,2.3247839581433802,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-08
2022-08-30,2.3249684648067253,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-08
2022-08-31,2.325152986113456,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-08
2022-09-01,2.3253375220647348,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-02,2.325522072661724,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-05,2.3257066379055864,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-06,2.325891217797484,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-07,2.326075812338579,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-09
2022-09-08,2.3262604215300344,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-09,2.326445045373013,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-09
2022-09-13,2.3266296838686777,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-09
2022-09-14,2.3268143370181913,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-15,2.3269990048227167,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-16,2.327183687283417,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-19,2.3273683844014554,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-20,2.3275530961779953,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-21,2.3277378226142,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-22,2.327922563711233,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-23,2.3281073194702575,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-26,2.3282920898924377,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-27,2.328476874978937,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-09
2022-09-28,2.3286616747309195,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-09-29,2.328846489149549,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-09
2022-09-30,2.329031318235989,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-09
2022-10-10,2.329216161991405,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-10
2022-10-11,2.32940102041696,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-10
2022-10-12,2.3295858935138187,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-10
2022-10-13,2.329770781283145,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-10
2022-10-14,2.329955683726104,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-10
2022-10-17,2.33014060084386,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-10
2022-10-18,2.330325532637578,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-10
2022-10-19,2.330510479108422,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-10
2022-10-20,2.330695440257558,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-10
2022-10-21,2.33088041608615,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-10
2022-10-24,2.3310654065953633,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-10
2022-10-25,2.331250411786363,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-10
2022-10-26,2.3314354316603145,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-10
2022-10-27,2.331620466218383,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-10
2022-10-28,2.331805515461734,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-10
2022-10-31,2.3319905793915323,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-10
2022-11-01,2.3321756580089446,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-11
2022-11-02,2.332360751315136,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-11
2022-11-03,2.332545859311272,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-11
2022-11-04,2.332730981998519,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-11
2022-11-07,2.332916119378043,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-11
2022-11-08,2.3331012714510098,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-11
2022-11-09,2.333286438218585,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-11
2022-11-10,2.333471619681936,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-11
2022-11-11,2.333656815842228,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-11
2022-11-14,2.333842026700628,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-11
2022-11-15,2.334027252258303,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-11
2022-11-16,2.3342124925164187,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-11
2022-11-17,2.3343977474761424,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-11
2022-11-18,2.3345830171386406,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-11
2022-11-21,2.3347683015050804,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-11
2022-11-22,2.3349536005766285,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-11
2022-11-23,2.3351389143544523,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-11
2022-11-24,2.3353242428397185,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-11
2022-11-25,2.3355095860335946,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-11
2022-11-28,2.335694943937248,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-11
2022-11-29,2.3358803165518465,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-11
2022-11-30,2.336065703878557,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-11
2022-12-01,2.336251105918547,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-12
2022-12-02,2.3364365226729853,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-12
2022-12-05,2.336621954143039,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-12
2022-12-06,2.3368074003298758,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-12
2022-12-07,2.336992861234664,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-12
2022-12-08,2.3371783368585715,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-12
2022-12-09,2.3373638272027666,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-12
2022-12-12,2.3375493322684178,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-12
2022-12-13,2.337734852056693,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-12
2022-12-14,2.337920386568761,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-12
2022-12-15,2.3381059358057903,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-12
2022-12-16,2.3382914997689497,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-12
2022-12-19,2.3384770784594076,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-12
2022-12-20,2.338662671878333,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-12
2022-12-21,2.338848280026895,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-12
2022-12-22,2.3390339029062623,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-12
2022-12-23,2.3392195405176044,7.936507936507937e-05,0,0,0,0.0,0.0,0,2022-12
2022-12-26,2.33940519286209,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-12
2022-12-27,2.3395908599408886,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-12
2022-12-28,2.3397765417551697,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-12
2022-12-29,2.3399622383061027,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-12
2022-12-30,2.3401479495948574,7.936507936507937e-05,0,1,0,0.0,0.0,0,2022-12
2023-01-03,2.340333675622603,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-01
2023-01-04,2.3405194163905096,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-01
2023-01-05,2.340705171899747,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-01
2023-01-06,2.340890942151485,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-01
2023-01-09,2.341076727146894,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-01
2023-01-10,2.3412625268871436,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-01
2023-01-11,2.341448341373405,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-01
2023-01-12,2.3416341706068473,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-01
2023-01-13,2.3418200145886416,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-01
2023-01-16,2.3420058733199585,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-01
2023-01-17,2.342191746801968,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-01
2023-01-18,2.342377635035841,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-01
2023-01-19,2.2818186404193983,-0.025853642773325247,1,1,1,1.0,-0.025853642773325167,10,2023-01
2023-01-20,2.2784243313435817,-0.0014875455111510228,1,1,1,1.0,-0.027302729814221834,10,2023-01
2023-01-30,2.274975717610185,-0.0015135959030788135,1,1,1,1.0,-0.028775000417310945,10,2023-01
2023-01-31,2.2726792328152903,-0.0010094546403806469,1,1,1,1.0,-0.029755407999993322,10,2023-01
2023-02-01,2.352014605973351,0.03490830206592075,1,1,1,1.0,0.0,10,2023-02
2023-02-02,2.3380498483516705,-0.005937360076852583,1,1,1,1.0,-0.005937360076852692,10,2023-02
2023-02-03,2.3382354078634444,7.936507936507937e-05,1,0,0,0.0,-0.005858466216541348,0,2023-02
2023-02-06,2.3384209821021638,7.936507936507937e-05,0,0,0,0.0,-0.005779566094812492,0,2023-02
2023-02-07,2.3386065710689974,7.936507936507937e-05,0,0,0,0.0,-0.005700659711169172,0,2023-02
2023-02-08,2.338792174765114,7.936507936507937e-05,0,0,0,0.0,-0.005621747065114431,0,2023-02
2023-02-09,2.3612881241266326,0.009618618363890209,1,1,1,1.0,0.0,10,2023-02
2023-02-10,2.3575372131630377,-0.0015885020236496633,1,1,1,1.0,-0.0015885020236495993,10,2023-02
2023-02-13,2.364905134386602,0.0031252618972148374,1,1,1,1.0,0.0,10,2023-02
2023-02-14,2.379429363660092,0.006141569512578804,1,1,1,1.0,0.0,10,2023-02
2023-02-15,2.3796182072603824,7.936507936507937e-05,1,0,0,0.0,0.0,0,2023-02
2023-02-16,2.37980706584826,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-02
2023-02-17,2.379995939424915,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-02
2023-02-20,2.380184827991536,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-02
2023-02-21,2.380373731549313,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-02
2023-02-22,2.3805626500994364,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-02
2023-02-23,2.3807515836430952,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-02
2023-02-24,2.3809405321814796,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-02
2023-02-27,2.38112949571578,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-02
2023-02-28,2.3813184742471862,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-02
2023-03-01,2.3815074677768884,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-03
2023-03-02,2.381696476306077,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-03
2023-03-03,2.381885499835943,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-03
2023-03-06,2.382074538367676,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-03
2023-03-07,2.382263591902467,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-03
2023-03-08,2.382452660441507,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-03
2023-03-09,2.3826417439859866,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-03
2023-03-10,2.3828308425370968,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-03
2023-03-13,2.3830199560960286,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-03
2023-03-14,2.3832090846639726,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-03
2023-03-15,2.383398228242121,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-03
2023-03-16,2.383587386831664,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-03
2023-03-17,2.3837765604337937,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-03
2023-03-20,2.3839657490497013,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-03
2023-03-21,2.3841549526805785,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-03
2023-03-22,2.3843441713276166,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-03
2023-03-23,2.3845334049920077,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-03
2023-03-24,2.3847226536749435,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-03
2023-03-27,2.3849119173776163,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-03
2023-03-28,2.3851011961012176,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-03
2023-03-29,2.3852904898469403,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-03
2023-03-30,2.3854797986159757,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-03
2023-03-31,2.385669122409517,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-03
2023-04-03,2.385858461228756,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-04
2023-04-04,2.3860478150748854,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-04
2023-04-06,2.3862371839490977,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-04
2023-04-07,2.386426567852586,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-04
2023-04-10,2.3866159667865428,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-04
2023-04-11,2.3868053807521608,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-04
2023-04-12,2.3869948097506333,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-04
2023-04-13,2.387184253783153,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-04
2023-04-14,2.3873737128509136,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-04
2023-04-17,2.3875631869551084,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-04
2023-04-18,2.3877526760969303,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-04
2023-04-19,2.387942180277573,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-04
2023-04-20,2.38813169949823,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-04
2023-04-21,2.388321233760095,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-04
2023-04-24,2.388510783064362,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-04
2023-04-25,2.3887003474122244,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-04
2023-04-26,2.388889926804876,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-04
2023-04-27,2.3890795212435116,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-04
2023-04-28,2.389269130729325,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-04
2023-05-04,2.38945875526351,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-05
2023-05-05,2.389648394847261,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-05
2023-05-08,2.3898380494817726,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-05
2023-05-09,2.3900277191682395,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-05
2023-05-10,2.3902174039078563,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-05
2023-05-11,2.3904071037018175,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-05
2023-05-12,2.390596818551318,7.936507936507937e-05,0,0,0,0.0,0.0,0,2023-05
2023-05-15,2.390786548457552,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-05
2023-05-16,2.3909762934217156,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-05
2023-05-17,2.391166053445003,7.936507936507937e-05,0,1,0,0.0,0.0,0,2023-05
