date,nav,daily_ret,timing,exposure,dd,n_positions,month
2021-01-13,0.9898541019638735,-0.01014589803612657,1,1.0,-0.010145898036126533,10,2021-01
2021-01-14,0.9354451213937353,-0.05496666676653731,1,1.0,-0.06455487860626474,10,2021-01
2021-01-15,0.9319522640617677,-0.0037338987099140982,1,1.0,-0.06804773593823232,10,2021-01
2021-01-18,0.9546637484648206,0.02436979368886174,1,1.0,-0.045336251535179395,10,2021-01
2021-01-19,0.932241436609149,-0.02348713030292447,1,1.0,-0.06775856339085096,10,2021-01
2021-01-20,0.932315424024753,7.936507936507937e-05,1,0.0,-0.06768457597524702,0,2021-01
2021-01-21,0.932389417312374,7.936507936507937e-05,1,0.0,-0.06761058268762599,0,2021-01
2021-01-22,0.9324634164724782,7.936507936507937e-05,1,0.0,-0.06753658352752179,0,2021-01
2021-01-25,0.9325374215055316,7.936507936507937e-05,1,0.0,-0.06746257849446835,0,2021-01
2021-01-26,0.9326114324120004,7.936507936507937e-05,1,0.0,-0.0673885675879996,0,2021-01
2021-01-27,0.9326854491923506,7.936507936507937e-05,1,0.0,-0.06731455080764936,0,2021-01
2021-01-28,0.9327594718470484,7.936507936507937e-05,1,0.0,-0.06724052815295156,0,2021-01
2021-01-29,0.9328335003765601,7.936507936507937e-05,1,0.0,-0.0671664996234399,0,2021-01
2021-02-01,0.9329075347813519,7.936507936507937e-05,1,0.0,-0.06709246521864809,0,2021-02
2021-02-02,0.9329815750618902,7.936507936507937e-05,1,0.0,-0.06701842493810983,0,2021-02
2021-02-03,0.9330556212186412,7.936507936507937e-05,1,0.0,-0.06694437878135884,0,2021-02
2021-02-04,0.9331296732520713,7.936507936507937e-05,1,0.0,-0.0668703267479287,0,2021-02
2021-02-05,0.9332037311626469,7.936507936507937e-05,1,0.0,-0.06679626883735312,0,2021-02
2021-02-08,0.9332777949508344,7.936507936507937e-05,1,0.0,-0.0667222050491656,0,2021-02
2021-02-09,0.9333518646171004,7.936507936507937e-05,1,0.0,-0.0666481353828996,0,2021-02
2021-02-10,0.9334259401619113,7.936507936507937e-05,1,0.0,-0.06657405983808873,0,2021-02
2021-02-18,0.9552669365981403,0.023398745949186537,1,1.0,-0.044733063401859674,10,2021-02
2021-02-19,0.945641431480181,-0.01007624649109844,1,1.0,-0.05435856851981902,10,2021-02
2021-02-22,0.935347153493597,-0.010886026821467344,1,1.0,-0.06465284650640302,10,2021-02
2021-02-23,0.9229552199547476,-0.013248485861708691,1,1.0,-0.07704478004525239,10,2021-02
2021-02-24,0.8911901076551145,-0.0344167426683934,1,1.0,-0.10880989234488547,10,2021-02
2021-02-25,0.8855957953397349,-0.006277350104456705,1,1.0,-0.11440420466026513,10,2021-02
2021-02-26,0.8880155287793385,0.0027323226378637485,1,1.0,-0.11198447122066146,10,2021-02
2021-03-01,0.9261703924536845,0.042966437452724965,1,1.0,-0.07382960754631551,10,2021-03
2021-03-02,0.911081116063707,-0.016292116993722697,1,1.0,-0.08891888393629299,10,2021-03
2021-03-03,0.9254406403686528,0.015760972378601835,1,1.0,-0.07455935963134719,10,2021-03
2021-03-04,0.8790401040968543,-0.05013885736994938,1,1.0,-0.12095989590314571,10,2021-03
2021-03-05,0.8970389470139118,0.020475565145631112,1,1.0,-0.10296105298608815,10,2021-03
2021-03-08,0.8783527924493925,-0.020830928943188477,1,1.0,-0.12164720755060754,10,2021-03
2021-03-09,0.8512087994062275,-0.03090329224942824,1,1.0,-0.1487912005937725,10,2021-03
2021-03-10,0.8512763556601487,7.936507936507937e-05,1,0.0,-0.1487236443398513,0,2021-03
2021-03-11,0.8513439172756773,7.936507936507937e-05,1,0.0,-0.14865608272432274,0,2021-03
2021-03-12,0.8514114842532389,7.936507936507937e-05,1,0.0,-0.14858851574676113,0,2021-03
2021-03-15,0.851479056593259,7.936507936507937e-05,1,0.0,-0.14852094340674105,0,2021-03
2021-03-16,0.8515466342961632,7.936507936507937e-05,1,0.0,-0.14845336570383683,0,2021-03
2021-03-17,0.8516142173623772,7.936507936507937e-05,1,0.0,-0.1483857826376228,0,2021-03
2021-03-18,0.8516818057923267,7.936507936507937e-05,1,0.0,-0.14831819420767334,0,2021-03
