date,nav,daily_ret,timing,exposure,dd,vol_scaler,dd_scaler,n_positions,month
2021-02-23,1.032516947925385,-0.004333481191895971,1,0.5730474958639946,-0.004333481191895848,0.5621703662325791,1.0,10,2021-02
2021-02-24,1.037718705919931,0.0050379395757114,1,0.5730474958639946,0.0,0.5584368559858964,1.0,10,2021-02
2021-02-25,1.0287205370964352,-0.008671105928960794,1,0.5730474958639946,-0.008671105928960865,0.5556336713220597,1.0,10,2021-02
2021-02-26,1.0361145395196103,0.007187571509016979,1,0.5730474958639946,-0.0015458586138704237,0.5531125736033744,1.0,10,2021-02
2021-03-01,1.0475871689233678,0.011072742410387245,1,0.5730474958639946,0.0,0.5496976904377275,1.0,10,2021-03
2021-03-02,1.0553205924963267,0.00738212895534692,1,0.5730474958639946,0.0,0.5463217126367329,1.0,10,2021-03
2021-03-03,1.0701723232255917,0.014073193335623081,1,0.5730474958639946,0.0,0.5433613387597178,1.0,10,2021-03
2021-03-04,1.0709087597022091,0.0006881475633732771,1,0.5730474958639946,0.0,0.5398709570547271,1.0,10,2021-03
2021-03-05,1.0753596350354027,0.004156166706892141,1,0.5730474958639946,0.0,0.5363102429893182,1.0,10,2021-03
2021-03-08,1.0669361491002978,-0.00783318032467118,1,0.5730474958639946,-0.007833180324671174,0.5315791967721057,1.0,10,2021-03
2021-03-09,1.050506584525029,-0.015398826433168566,1,0.5730474958639946,-0.023111384973600456,0.5262210397825278,1.0,10,2021-03
2021-03-10,1.0416591175739278,-0.008422095664542066,1,0.5730474958639946,-0.03133883434295483,0.5205544012354437,1.0,10,2021-03
2021-03-11,1.051356354535457,0.009309414949599287,1,0.5730474958639946,-0.02232116560629085,0.5136860800348478,1.0,10,2021-03
2021-03-12,1.0488414230917058,-0.002392082791816361,1,0.5730474958639946,-0.02465985432196721,0.5069630244390618,1.0,10,2021-03
2021-03-15,1.0544347407700314,0.005332853523116885,1,0.5730474958639946,-0.019458508189850707,0.5006197547486861,1.0,10,2021-03
2021-03-16,1.0661655423546528,0.011125203989442218,1,0.5730474958639946,-0.008549784073350683,0.49476038876668366,1.0,10,2021-03
2021-03-17,1.0629879219261504,-0.0029804193647869452,1,0.5730474958639946,-0.011504721496120623,0.4890299681991807,1.0,10,2021-03
2021-03-18,1.06557031379393,0.0024293708465663497,1,0.5730474958639946,-0.009103299884554715,0.48300313732501143,1.0,10,2021-03
2021-03-19,1.0676049215024286,0.0019094072743584317,1,0.47697852473000957,-0.00721127451721654,0.47697852473000957,1.0,10,2021-03
2021-03-22,1.0732576673942236,0.005294791900959013,1,0.47697852473000957,-0.0019546648141669292,0.47147351706778845,1.0,10,2021-03
2021-03-23,1.0719494919198387,-0.0012188829524609475,1,0.47697852473000957,-0.0031711652590081752,0.46700634544569064,1.0,10,2021-03
2021-03-24,1.0745081062880824,0.002386879594169266,1,0.47697852473000957,-0.0007918548544852841,0.46340007575434394,1.0,10,2021-03
2021-03-25,1.0773231962945922,0.002619887174453028,1,0.47697852473000957,0.0,0.4593675071486967,1.0,10,2021-03
2021-03-26,1.0775429304294777,0.0002039630592206325,1,0.47697852473000957,0.0,0.4550418714617956,1.0,10,2021-03
2021-03-29,1.0743480471478393,-0.002964970760250797,1,0.47697852473000957,-0.002964970760250849,0.4511670088891349,1.0,10,2021-03
2021-03-30,1.0678245276975822,-0.006072072702673473,1,0.47697852473000957,-0.009019039944906907,0.4472635961927936,1.0,10,2021-03
2021-03-31,1.0732138022250535,0.005046966414127538,1,0.47697852473000957,-0.004017592322468998,0.44328971268650236,1.0,10,2021-03
2021-04-01,1.0675435940873954,-0.005283390994322038,1,0.47697852473000957,-0.00927975680569574,0.4404625681243338,1.0,10,2021-04
2021-04-02,1.0667127110739056,-0.0007783129589195113,1,0.47697852473000957,-0.010050847209637793,0.4377971081029093,1.0,10,2021-04
2021-04-06,1.071715864711874,0.004690254073124894,1,0.47697852473000957,-0.005407734163576301,0.4367710787813011,1.0,10,2021-04
2021-04-07,1.0708081036015331,-0.0008470165836212796,1,0.47697852473000957,-0.006250170306681206,0.4363146270664258,1.0,10,2021-04
2021-04-08,1.0648326166464448,-0.005580352758809472,1,0.47697852473000957,-0.011795644910376725,0.43593829572777887,1.0,10,2021-04
2021-04-09,1.0690208823580132,0.0039332620414641185,1,0.47697852473000957,-0.007908778231293172,0.4354057608866624,1.0,10,2021-04
2021-04-12,1.0642612042930757,-0.004452371458300011,1,0.47697852473000957,-0.012325936871126127,0.4346951570257875,1.0,10,2021-04
2021-04-13,1.0667899234423064,0.0023760324430036834,1,0.47697852473000957,-0.00997919125401849,0.43502081504313794,1.0,10,2021-04
2021-04-14,1.0728385171016857,0.005669901380265974,1,0.47697852473000957,-0.004365870904017708,0.43535978575429674,1.0,10,2021-04
2021-04-15,1.075712317600071,0.002678688779881761,1,0.47697852473000957,-0.0016988769335409635,0.4359777115848045,1.0,10,2021-04
2021-04-16,1.0862846824053913,0.009828245556309722,1,0.47697852473000957,0.0,0.4368847118526899,1.0,10,2021-04
2021-04-19,1.095481135897284,0.008465969962430805,1,0.47697852473000957,0.0,0.4374838793366788,1.0,10,2021-04
2021-04-20,1.0973619140922428,0.0017168512841788531,1,0.4381485758482191,0.0,0.43814857584821904,1.0,10,2021-04
2021-04-21,1.0957474267785772,-0.001471244165605331,1,0.4381485758482191,-0.0014712441656052728,0.4387687259470969,1.0,10,2021-04
2021-04-22,1.1035989155728,0.0071654184188282965,1,0.4381485758482191,0.0,0.4396924680829198,1.0,10,2021-04
2021-04-23,1.1009860900566957,-0.002367549912595075,1,0.4381485758482191,-0.002367549912595093,0.4406691151150784,1.0,10,2021-04
2021-04-26,1.1059696506510766,0.004526451913778744,1,0.4381485758482191,0.0,0.4419988938041745,1.0,10,2021-04
2021-04-27,1.102172281634301,-0.0034335200921111237,1,0.4381485758482191,-0.0034335200921111596,0.4434224613574871,1.0,10,2021-04
2021-04-28,1.1075278353152795,0.004859089427505451,1,0.4381485758482191,0.0,0.445328711523606,1.0,10,2021-04
2021-04-29,1.1027249390474765,-0.00433659192541726,1,0.4381485758482191,-0.0043365919254172245,0.4471486840423662,1.0,10,2021-04
2021-04-30,1.1071808798725218,0.00404084524368733,1,0.4381485758482191,-0.0003132701785856148,0.44962579867671876,1.0,10,2021-04
2021-05-06,1.0990293090869223,-0.007362456247020838,1,0.4381485758482191,-0.007673419987623115,0.45161119606846056,1.0,10,2021-05
2021-05-07,1.092424607443957,-0.006009577350082178,1,0.4381485758482191,-0.0136368833267501,0.45235723209591866,1.0,10,2021-05
2021-05-10,1.0971408129522655,0.004317190839689592,1,0.4381485758482191,-0.009378565514840682,0.4533366183430311,1.0,10,2021-05
2021-05-11,1.0910198695359932,-0.005578995279376871,1,0.4381485758482191,-0.014905237821482883,0.454332331250982,1.0,10,2021-05
2021-05-12,1.0996205542638207,0.00788316048862191,1,0.4381485758482191,-0.007139577714728874,0.45538860603441345,1.0,10,2021-05
2021-05-13,1.1146520938252602,0.013669751354823293,1,0.4381485758482191,0.0,0.45679135349886324,1.0,10,2021-05
2021-05-14,1.1264325307100789,0.01056871193269872,1,0.4381485758482191,0.0,0.4579119498100953,1.0,10,2021-05
2021-05-17,1.124186111537101,-0.001994277608053216,1,0.4381485758482191,-0.0019942776080532397,0.4587505241045559,1.0,10,2021-05
2021-05-18,1.1239832094847821,-0.0001804879550072976,1,0.4381485758482191,-0.002174405619973289,0.45958256776963125,1.0,10,2021-05
2021-05-19,1.1333129544222877,0.008300608815840058,1,0.4381485758482191,0.0,0.46078576452891007,1.0,10,2021-05
2021-05-20,1.1338923370583276,0.0005112291655884847,1,0.4381485758482191,0.0,0.4628576046445242,1.0,10,2021-05
2021-05-21,1.1357040661174806,0.0015977963691450063,1,0.4381485758482191,0.0,0.4656763830217581,1.0,10,2021-05
2021-05-24,1.1416229749518922,0.005211664738197274,1,0.46836443525779425,0.0,0.4683644352577943,1.0,10,2021-05
2021-05-25,1.14718667162125,0.004873497460570981,1,0.46836443525779425,0.0,0.47049274918111894,1.0,10,2021-05
2021-05-26,1.148686031525198,0.001306988601802051,1,0.46836443525779425,0.0,0.472296538385036,1.0,10,2021-05
2021-05-27,1.1507154285713257,0.0017667116953037569,1,0.46836443525779425,0.0,0.4739069305084023,1.0,10,2021-05
2021-05-28,1.1474633575445576,-0.0028261296807374436,1,0.46836443525779425,-0.0028261296807375515,0.4760735859527436,1.0,10,2021-05
2021-05-31,1.1504986432783102,0.0026452136478220156,1,0.46836443525779425,-0.00018839174971751994,0.47794022182424983,1.0,10,2021-05
2021-06-01,1.1662903476065993,0.013725965189573155,1,0.46836443525779425,0.0,0.47984604745384785,1.0,10,2021-06
2021-06-02,1.1638450471407,-0.002096648121042487,1,0.46836443525779425,-0.002096648121042433,0.482015807695717,1.0,10,2021-06
2021-06-03,1.1619000902632914,-0.0016711476172766833,1,0.46836443525779425,-0.003764291929807487,0.4845861880497196,1.0,10,2021-06
2021-06-04,1.1647692642365737,0.0024693809711573297,1,0.46836443525779425,-0.0013042064295114369,0.48903332243649705,1.0,10,2021-06
2021-06-07,1.1769706927259462,0.01047540389672784,1,0.46836443525779425,0.0,0.4933935617539726,1.0,10,2021-06
2021-06-08,1.1796152210298532,0.002246893928838778,1,0.46836443525779425,0.0,0.4980357756218422,1.0,10,2021-06
2021-06-09,1.1802214399894868,0.0005139124596108503,1,0.46836443525779425,0.0,0.5033471592784768,1.0,10,2021-06
2021-06-10,1.1964826737354515,0.013778120948310693,1,0.46836443525779425,0.0,0.5085954262887754,1.0,10,2021-06
2021-06-11,1.1962725391163964,-0.0001756269636558867,1,0.46836443525779425,-0.00017562696365590647,0.514435709577951,1.0,10,2021-06
2021-06-15,1.1956501611343104,-0.0005202643726535404,1,0.46836443525779425,-0.0006957999638573172,0.5205501119828067,1.0,10,2021-06
2021-06-16,1.202469305290651,0.005703293804494768,1,0.46836443525779425,0.0,0.5248765183386497,1.0,10,2021-06
2021-06-17,1.2080797027821095,0.004665730315754169,1,0.46836443525779425,0.0,0.5292366722508621,1.0,10,2021-06
2021-06-18,1.2166736454935574,0.007113721629174666,1,0.46836443525779425,0.0,0.5337308906577851,1.0,10,2021-06
2021-06-21,1.2347389014871852,0.014848070442340803,1,0.46836443525779425,0.0,0.5378620389007577,1.0,10,2021-06
2021-06-22,1.2391419519556752,0.0035659769552792257,1,0.46836443525779425,0.0,0.5420937496333871,1.0,10,2021-06
2021-06-23,1.2416763089918277,0.002045251580864136,1,0.5465053966151667,0.0,0.5465053966151667,1.0,10,2021-06
2021-06-24,1.2442831273802153,0.002099434747614837,1,0.5465053966151667,0.0,0.5510373615787258,1.0,10,2021-06
2021-06-25,1.24023002829161,-0.003257376877832303,1,0.5465053966151667,-0.003257376877832306,0.5560123618237731,1.0,10,2021-06
2021-06-28,1.2344262102530519,-0.004679630315476878,1,0.5465053966151667,-0.007921763873722797,0.5602611171420439,1.0,10,2021-06
2021-06-29,1.2298419200536579,-0.0037137012818726813,1,0.5465053966151667,-0.011606046090942939,0.5651365429729546,1.0,10,2021-06
2021-06-30,1.2406768730581574,0.008810037150162202,1,0.5465053966151667,-0.0028982586380084325,0.5696832081180184,1.0,10,2021-06
2021-07-01,1.2368627966264238,-0.003074189996249568,1,0.5465053966151667,-0.0059635388365465,0.5735488057696925,1.0,10,2021-07
2021-07-02,1.2486568358026071,0.009535446622173246,1,0.5465053966151667,0.0,0.5764686228512932,1.0,10,2021-07
2021-07-05,1.275270929833326,0.02131417797717965,1,0.5465053966151667,0.0,0.5776891079958046,1.0,10,2021-07
2021-07-06,1.274931050174941,-0.0002665156481137319,1,0.5465053966151667,-0.00026651564811371715,0.5775703727897471,1.0,10,2021-07
2021-07-07,1.2800907859511508,0.004047070447850282,1,0.5465053966151667,0.0,0.5764580992132582,1.0,10,2021-07
2021-07-08,1.2807133344812522,0.0004863315453355636,1,0.5465053966151667,0.0,0.5751006604974449,1.0,10,2021-07
2021-07-09,1.2807248600448757,8.999331320417932e-06,1,0.5465053966151667,0.0,0.5744754399632186,1.0,10,2021-07
2021-07-12,1.2976393596821465,0.013206973773178839,1,0.5465053966151667,0.0,0.5714742772884907,1.0,10,2021-07
2021-07-13,1.3103461430415133,0.009792230225260145,1,0.5465053966151667,0.0,0.5689174680060389,1.0,10,2021-07
2021-07-14,1.2981560081277452,-0.009302988358078267,1,0.5465053966151667,-0.00930298835807836,0.5679068551841464,1.0,10,2021-07
2021-07-15,1.2932649350561314,-0.0037677082268932106,1,0.5465053966151667,-0.013035645639200219,0.5668143369555583,1.0,10,2021-07
2021-07-16,1.298229235424655,0.003838579577902333,1,0.5465053966151667,-0.009247104424433349,0.5654464324568872,1.0,10,2021-07
2021-07-19,1.302769950317237,0.0034976218133746283,1,0.5465053966151667,-0.005781825485204118,0.5641053830625563,1.0,10,2021-07
2021-07-20,1.2957718678181338,-0.00537169474733355,1,0.5465053966151667,-0.011122462030948854,0.5625691904188483,1.0,10,2021-07
2021-07-21,1.309700678398976,0.01074943122842761,1,0.5465053966151667,-0.0004925909432137674,0.5603617840849267,1.0,10,2021-07
2021-07-22,1.316904858686967,0.005500631103587555,1,0.5584522559558912,0.0,0.558452255955891,1.0,10,2021-07
2021-07-23,1.3109870728944173,-0.0044937079193784245,1,0.5584522559558912,-0.004493707919378498,0.555780357948951,1.0,10,2021-07
2021-07-26,1.2953391185612768,-0.011936009634780448,1,0.5584522559558912,-0.016376080613137427,0.5527140154999535,1.0,10,2021-07
2021-07-27,1.2723443715652598,-0.017751912735837847,1,0.5584522559558912,-0.03383728659497589,0.5488487831303862,1.0,10,2021-07
2021-07-28,1.2547505600748843,-0.01382786915521255,1,0.5584522559558912,-0.04719725817858567,0.5450949151252523,1.0,10,2021-07
2021-07-29,1.2765348721783916,0.0173614683241961,1,0.5584522559558912,-0.030655203557246092,0.5395676121388926,1.0,10,2021-07
2021-07-30,1.3064463885339577,0.023431805121408366,1,0.5584522559558912,-0.007941705191548151,0.5354613703983301,1.0,10,2021-07
2021-08-02,1.3266054616175982,0.0154304633244555,1,0.5584522559558912,0.0,0.532303215985436,1.0,10,2021-08
2021-08-03,1.3197093295576832,-0.005198329314509332,1,0.5584522559558912,-0.005198329314509386,0.5293064542604003,1.0,10,2021-08
2021-08-04,1.3293737777037156,0.007323164222284948,1,0.5584522559558912,0.0,0.5266585663592456,1.0,10,2021-08
2021-08-05,1.3291997690605493,-0.00013089519748677022,1,0.5584522559558912,-0.00013089519748680004,0.5238395514321637,1.0,10,2021-08
2021-08-06,1.3275183088185047,-0.0012650169531950458,1,0.5584522559558912,-0.0013957465660379216,0.520541830158187,1.0,10,2021-08
2021-08-09,1.3296543286158788,0.0016090322696002573,1,0.5584522559558912,0.0,0.5184416050750171,1.0,10,2021-08
2021-08-10,1.3306456248633285,0.0007455292899182159,1,0.5584522559558912,0.0,0.5164571454604115,1.0,10,2021-08
2021-08-11,1.345121600697942,0.010878911382660854,1,0.5584522559558912,0.0,0.5145107227617275,1.0,10,2021-08
2021-08-12,1.349592729726629,0.0033239589836093863,1,0.5584522559558912,0.0,0.512565033728699,1.0,10,2021-08
2021-08-13,1.3424622948877991,-0.00528339748856998,1,0.5584522559558912,-0.005283397488569934,0.5100676116745501,1.0,10,2021-08
2021-08-16,1.3398406807796968,-0.0019528400299104495,1,0.5584522559558912,-0.007225919888370787,0.5076645714488854,1.0,10,2021-08
2021-08-17,1.3092302787850525,-0.02284629988755899,1,0.5584522559558912,-0.02990713424319667,0.5050806428106241,1.0,10,2021-08
2021-08-18,1.3238675429773152,0.011180053218633116,1,0.5584522559558912,-0.019061444377019305,0.5033953764302161,1.0,10,2021-08
2021-08-19,1.3235526071430106,-0.00023789074365892918,1,0.5584522559558912,-0.01929480057950006,0.5016018267211714,1.0,10,2021-08
2021-08-20,1.3188830049350448,-0.003528082059424418,1,0.4996275560582907,-0.022754808999159833,0.49962755605829057,1.0,10,2021-08
2021-08-23,1.333579661537669,0.01114326027982133,1,0.4996275560582907,-0.011865111478633755,0.4974121540277437,1.0,10,2021-08
2021-08-24,1.32896520128215,-0.0034602059319038454,1,0.4996275560582907,-0.015284261681416503,0.4961505600560816,1.0,10,2021-08
2021-08-25,1.3385257360218497,0.007193969210387106,1,0.4996275560582907,-0.00820024697896904,0.49503308159626347,1.0,10,2021-08
2021-08-26,1.332526447822361,-0.004482011841863304,1,0.4996275560582907,-0.012645505216766297,0.4956341762969684,1.0,10,2021-08
2021-08-27,1.3158779755368861,-0.012493915083398323,1,0.4996275560582907,-0.024981428431799645,0.4958920066547324,1.0,10,2021-08
2021-08-30,1.3116994929294572,-0.003175433197538037,1,0.4996275560582907,-0.028077534772173385,0.4952759230943859,1.0,10,2021-08
2021-08-31,1.3151124624685977,0.002601944696584539,1,0.4996275560582907,-0.025548646268282422,0.49459149022438903,1.0,10,2021-08
2021-09-01,1.3170110809418796,0.001443692860850845,1,0.4996275560582907,-0.02414183780565351,0.49462161219262823,1.0,10,2021-09
2021-09-02,1.3171445968833035,0.00010137799397142837,1,0.4996275560582907,-0.02404290726276965,0.49454355982592363,1.0,10,2021-09
2021-09-03,1.3290724852504965,0.009055868577692451,1,0.4996275560582907,-0.015204768093474456,0.494674432793543,1.0,10,2021-09
2021-09-06,1.3388696651041505,0.007371441333997268,1,0.4996275560582907,-0.007945407815475238,0.49286811755703597,1.0,10,2021-09
2021-09-07,1.3431640303959542,0.0032074558142070222,1,0.4996275560582907,-0.004763436545762208,0.4907746586524314,1.0,10,2021-09
2021-09-08,1.3631505681483247,0.014880191324419586,1,0.4996275560582907,0.0,0.4900713674458186,1.0,10,2021-09
2021-09-09,1.354723894100384,-0.006181763221789302,1,0.4996275560582907,-0.006181763221789385,0.48966762053626484,1.0,10,2021-09
2021-09-10,1.343392856011971,-0.008364094069469126,1,0.4996275560582907,-0.014494152442156228,0.48941132799005427,1.0,10,2021-09
2021-09-13,1.3570906165629544,0.010196392283674,1,0.4996275560582907,-0.004445548222601724,0.4891208643749648,1.0,10,2021-09
2021-09-14,1.344537888168378,-0.009249734867645057,1,0.4996275560582907,-0.013654162947846415,0.4890192532211678,1.0,10,2021-09
2021-09-15,1.351321887950698,0.005045599563997127,1,0.4996275560582907,-0.008677456822465658,0.4884761503659462,1.0,10,2021-09
2021-09-16,1.346754740096037,-0.003379763101142019,1,0.4996275560582907,-0.012027892175227229,0.48776932120647193,1.0,10,2021-09
2021-09-17,1.346059336390647,-0.0005163551199680121,1,0.4996275560582907,-0.012538036631488227,0.4873794202473001,1.0,10,2021-09
2021-09-22,1.341009731675206,-0.003751398306839131,1,0.48783898042145946,-0.016242399768936933,0.48783898042145946,1.0,10,2021-09
2021-09-23,1.353942948473761,0.009644386981740012,1,0.48783898042145946,-0.006754660776080713,0.4880808630231707,1.0,10,2021-09
2021-09-24,1.3443609203898603,-0.007077128393557729,1,0.48783898042145946,-0.013783985568071056,0.48851030230014425,1.0,10,2021-09
2021-09-27,1.3281859675583145,-0.012031704125150377,1,0.48783898042145946,-0.025649844857201173,0.4890824092923096,1.0,10,2021-09
2021-09-28,1.3288836738824,0.0005253077062454711,1,0.48783898042145946,-0.025138011212123258,0.49041423370279724,1.0,10,2021-09
2021-09-29,1.3095707871653972,-0.014533165766555937,1,0.48783898042145946,-0.03930584209469181,0.49163152431417556,1.0,10,2021-09
2021-09-30,1.3201410980386696,0.008071584199088912,1,0.48783898042145946,-0.03155151830958646,0.4929191007162139,1.0,10,2021-09
2021-10-08,1.3373231414119449,0.01301530828697227,1,0.48783898042145946,-0.01894686276033562,0.4949045738792399,1.0,10,2021-10
2021-10-11,1.3347752690096173,-0.0019052032552412878,1,0.48783898042145946,-0.020815968390969324,0.4969188621907425,1.0,10,2021-10
2021-10-12,1.3261739774891907,-0.006443999765450083,1,0.48783898042145946,-0.027125830060990383,0.4985801260690717,1.0,10,2021-10
2021-10-13,1.3289286397208782,0.0020771499655745347,1,0.48783898042145946,-0.02510502451239329,0.5018163525623863,1.0,10,2021-10
2021-10-14,1.327107040067574,-0.0013707279675203795,1,0.48783898042145946,-0.02644134032068923,0.5050668999078815,1.0,10,2021-10
2021-10-15,1.3167672914372601,-0.0077911941675687215,1,0.48783898042145946,-0.034026524871768674,0.5068873380592069,1.0,10,2021-10
2021-10-18,1.3101084808477914,-0.005056938027523783,1,0.48783898042145946,-0.03891139287172403,0.5086246014245924,1.0,10,2021-10
2021-10-19,1.3099225703372643,-0.00014190466915146133,1,0.48783898042145946,-0.039047775832543694,0.5110158706945167,1.0,10,2021-10
2021-10-20,1.3090279874439847,-0.0006829280703586473,1,0.48783898042145946,-0.03970403708070117,0.5135305906974076,1.0,10,2021-10
2021-10-21,1.303287651269661,-0.0043851897968449115,1,0.48783898042145946,-0.043915117139246236,0.5161980704316721,1.0,10,2021-10
2021-10-22,1.300988077472559,-0.0017644407164156108,1,0.48783898042145946,-0.04560207223491522,0.5193802285681862,1.0,10,2021-10
2021-10-25,1.2975476612562395,-0.002644464062271165,1,0.48783898042145946,-0.04812594325599612,0.5228996646576317,1.0,10,2021-10
2021-10-26,1.29463898857189,-0.0022416692436048207,1,0.48783898042145946,-0.050259730052784495,0.5269427121729537,1.0,10,2021-10
2021-10-27,1.2785044846215263,-0.01246255063595879,1,0.48783898042145946,-0.06209591625801091,0.5314509602220175,1.0,10,2021-10
2021-10-28,1.278605953231417,7.936507936507937e-05,1,0.0,-0.06202147942596791,0.5368856990287943,1.0,0,2021-10
2021-10-29,1.278707429894372,7.936507936507937e-05,1,0.0,-0.061947036686239715,0.5418950259093179,1.0,0,2021-10
2021-11-01,1.2788089146110302,7.936507936507937e-05,1,0.0,-0.06187258803835768,0.5486769953755255,1.0,0,2021-11
2021-11-02,1.2789104073820312,7.936507936507937e-05,1,0.0,-0.061798133481852674,0.5549724344201025,1.0,0,2021-11
2021-11-03,1.279011908208014,7.936507936507937e-05,1,0.0,-0.06172367301625591,0.56169112021053,1.0,0,2021-11
2021-11-04,1.279113417089618,7.936507936507937e-05,1,0.0,-0.06164920664109843,0.5687514325756112,1.0,0,2021-11
2021-11-05,1.2792149340274823,7.936507936507937e-05,1,0.0,-0.06157473435591109,0.5755740174974742,1.0,0,2021-11
2021-11-08,1.2793164590222466,7.936507936507937e-05,1,0.0,-0.06150025616022494,0.5829737897883908,1.0,0,2021-11
2021-11-09,1.2794179920745499,7.936507936507937e-05,1,0.0,-0.06142577205357102,0.5913376872580663,1.0,0,2021-11
2021-11-10,1.279519533185032,7.936507936507937e-05,1,0.0,-0.061351282035480036,0.5996400585092404,1.0,0,2021-11
2021-11-11,1.2796210823543324,7.936507936507937e-05,1,0.0,-0.06127678610548286,0.6080875621812667,1.0,0,2021-11
2021-11-12,1.2797226395830907,7.936507936507937e-05,1,0.0,-0.06120228426311021,0.6173012897072543,1.0,0,2021-11
2021-11-15,1.2798242048719466,7.936507936507937e-05,1,0.0,-0.06112777650789296,0.6265311967787779,1.0,0,2021-11
2021-11-16,1.2799257782215396,7.936507936507937e-05,1,0.0,-0.06105326283936181,0.6354650169505716,1.0,0,2021-11
2021-11-17,1.2800273596325096,7.936507936507937e-05,1,0.0,-0.060978743257047496,0.6447163520616045,1.0,0,2021-11
2021-11-18,1.2801289491054963,7.936507936507937e-05,1,0.0,-0.06090421776048054,0.6542513039351888,1.0,0,2021-11
2021-11-19,1.2802305466411397,7.936507936507937e-05,1,0.0,-0.060829686349191676,0.6630667852869293,1.0,0,2021-11
2021-11-22,1.2803321522400795,7.936507936507937e-05,1,0.0,-0.06075514902271144,0.6715675172720598,1.0,0,2021-11
2021-11-23,1.2804337659029557,7.936507936507937e-05,1,0.0,-0.060680605780570385,0.680482550041026,1.0,0,2021-11
2021-11-24,1.2805353876304084,7.936507936507937e-05,1,0.0,-0.0606060566222989,0.6901848529226493,1.0,0,2021-11
2021-11-25,1.2806370174230775,7.936507936507937e-05,1,0.0,-0.06053150154742768,0.6987111316177873,1.0,0,2021-11
2021-11-26,1.2715996956365632,-0.0070568956414358555,1,0.7081602565599439,-0.0671612326994239,0.7081602565599437,1.0,10,2021-11
2021-11-29,1.278245426630794,0.005226276018337692,1,0.7081602565599439,-0.06228595982090516,0.714733165147744,1.0,10,2021-11
2021-11-30,1.2989407582544938,0.01619042101973217,1,0.7081602565599439,-0.04710397471429155,0.7213554736261267,1.0,10,2021-11
2021-12-01,1.3083919010099032,0.007276038337660446,1,0.7081602565599439,-0.040170666702508524,0.727553432706878,1.0,10,2021-12
2021-12-02,1.3003418915265943,-0.006152598068740196,1,0.7081602565599439,-0.04607611080487491,0.7343540435966855,1.0,10,2021-12
